WebPage,degree_centrality,WebPage,betweenness_centrality,WebPage,closeness_centrality
https://denizcilik.deu.edu.tr/duyurular/aeroportist-web-sitesi-lojistik-sektorunde-egilimler-ve-beklentiler/,0.032778355879292405,http://strateji.deu.edu.tr/stratejik-planlar/,0.005774278596304966,http://deyos.deu.edu.tr/tr/basvuru-kosullari/,0.34130760833012697
http://fen.deu.edu.tr/tr/bilgi-islem/,0.032778355879292405,http://kariyer.deu.edu.tr/,0.005756854434370047,http://konservatuvar.deu.edu.tr/,0.3408744768474745
https://uby.deu.edu.tr/iletisim/iletisim-bilgileri/,0.032778355879292405,http://kariyer.deu.edu.tr/tr/,0.005544759798749771,http://dedam.deu.edu.tr/tanitim/,0.3408744768474745
https://mezun.deu.edu.tr/,0.03225806451612904,http://dekaum.deu.edu.tr/,0.005522679191985427,http://strateji.deu.edu.tr/faaliyet-raporlari/,0.33993978623388726
http://kalite.deu.edu.tr/hakkimizda/birim-kalite-komisyonlari-yo-myo/,0.03225806451612904,http://hukuk.deu.edu.tr/tum-etkinlikler/,0.00546848005863786,http://bap.deu.edu.tr/tr/,0.3397248158800294
http://www.deu.edu.tr/diplomaeki/_index-tr.html,0.03225806451612904,https://international.deu.edu.tr/mevlana-duyurulari/,0.005374926246202357,https://prodeb.deu.edu.tr/news/sanayi-yenilik-ag-mekanizmasi-sayem-2-faz-cagrisi/,0.33958165329432355
https://sbe.deu.edu.tr/tr/kalite-komisyonu/,0.03225806451612904,http://deyos.deu.edu.tr/residence-permit-application/,0.0053363860269703125,http://personel.deu.edu.tr/,0.3390815330391036
https://math.deu.edu.tr/aday-ogrenciler/,0.03225806451612904,http://bimer.deu.edu.tr/,0.005331851357591013,http://fen.deu.edu.tr/tr/,0.3390815330391036
http://ogrencitopluluklari.deu.edu.tr/,0.031737773152965665,https://uby.deu.edu.tr/ders-verenler/,0.005282132979412604,http://imst.deu.edu.tr/tr/,0.3390102075167984
http://strateji.deu.edu.tr/faaliyet-raporlari/,0.031737773152965665,http://www.deu.edu.tr/DEUWeb/Icerik/Icerik.php?KOD=14757,0.0052372755553304,https://math.deu.edu.tr/aday-ogrenciler/,0.3387964108755223
http://adaletmyo.deu.edu.tr/tr/,0.031737773152965665,http://strateji.deu.edu.tr/faaliyet-raporlari/,0.00507598240917424,https://uby.deu.edu.tr/turizm-isletmeciligi-ve-otelcilik/,0.33872520524061783
https://www.deu.edu.tr/DEUWeb/Icerik/Icerik.php?KOD=19081,0.031737773152965665,https://uby.deu.edu.tr/gastronomi-ve-mutfak-santlari/,0.005064450573250144,https://adaletmyo.deu.edu.tr/tr/idari-personel/,0.3385828837258108
http://tucrin.deu.edu.tr/,0.031737773152965665,http://akillikart.deu.edu.tr/,0.005040761232333845,https://ebelge.deu.edu.tr/e-imza-kurulum-rehberi/,0.3382276026306106
https://international.deu.edu.tr/,0.031737773152965665,https://uby.deu.edu.tr/diploma-islemleri/,0.005022208746595237,http://ogrenci.deu.edu.tr/index.php?option=com_content&view=article&id=144&Itemid=133&lang=tr,0.3382276026306106
https://iibf.deu.edu.tr/fakulte-hakkinda/,0.031737773152965665,http://webb.deu.edu.tr/atamer/,0.005011767643035864,https://iramer.deu.edu.tr/index.php/danisma-kurulu/,0.3380856988745247
https://veteriner.deu.edu.tr/bolumler/gida-hijyeni-ve-teknolojisi/,0.031737773152965665,http://yid.deu.edu.tr/hakkimizda/,0.005009316086561512,http://deyos.deu.edu.tr/tr/genel-bilgiler/,0.3380856988745247
https://international.deu.edu.tr/mevlana-duyurulari/,0.03121748178980229,https://covid19.deu.edu.tr/,0.004985265383353568,https://international.deu.edu.tr/farabi/gelen-ogrenci-farabi/,0.33794391414025154
http://konservatuvar.deu.edu.tr/tr/yuksekokul-sekreteri/,0.03121748178980229,https://denizcilik.deu.edu.tr/bolum-baskanliklari/,0.004959865976923295,http://bergamamyo.deu.edu.tr/,0.3378730663595093
http://girisim.deu.edu.tr/index.php,0.03121748178980229,https://iibf.deu.edu.tr/fakulte-hakkinda/,0.004858654707764756,https://denizcilik.deu.edu.tr/event/ege-denizinde-deniz-yetki-alanlarina-iliskin-gelismeler/,0.33773145987738046
http://deyos.deu.edu.tr/residence-permit-application/,0.03069719042663892,http://girisim.deu.edu.tr/index.php,0.00469794888440348,http://mezun.deu.edu.tr/,0.3376607011386674
http://imid.deu.edu.tr/tr/matbaa-sube-mudurlugu/,0.03069719042663892,https://denizcilik.deu.edu.tr/duyurular/aeroportist-web-sitesi-lojistik-sektorunde-egilimler-ve-beklentiler/,0.004608375096694013,https://www.deu.edu.tr/dokuz-eylul-universitesi-hizli-gecis-sistemi-de-hgs/,0.3376607011386674
