Name,Director,IMDB Rating,Number Of Votes,Genres,Year
Dikenli Yol,Zeki Alasya,6.9,19,"
Drama            ",(1986)
Çilgin arzular,Ümit Efekan,4.4,19,"
Drama            ",(1984)
Gitme Baba,Ahmet Sönmez,6.4,19,"
Drama            ",(2013)
Hicaz,Erdal Rahmi Hanay,6.1,19,"
Drama            ",(2011)
Bir Yabanci,Orhan Aksoy,5.9,19,"
Drama            ",(1974)
Siyah gelinlik,Orhan Elmas,6.9,19,"
Drama, Romance            ",(1973)
Ponente feneri,Sahin Gök,6.2,19,"
Drama            ",(1988)
Karpuzcu,Yilmaz Atadeniz,6.4,19,"
Action, Drama            ",(1979)
Nasil isyan etmem,Temel Gürsu,4.8,19,"
Drama            ",(1982)
Gülsüm ana,Memduh Ün,6.1,19,"
Drama            ",(1982)
Yilmayan adam,Ilhan Engin,6.7,19,"
Drama, Adventure            ",(1967)
Aci ekmek,Yilmaz Duru,6.0,19,"
Drama            ",(1984)
Siyah otomobil,Aram Gülyüz,7.2,19,"
Crime, Drama            ",(1966)
Intikam ugruna,Türker Inanoglu,5.2,19,"
Drama, Romance            ",(1966)
Damgali kadin,Orhan Aksoy,6.5,19,"
Drama            ",(1966)
Hazreti Yusuf'un hayati,Muharrem Gürses,5.7,19,"
Drama            ",(1965)
Ilk ve son,Memduh Ün,5.5,19,"
Drama, Romance            ",(1968)
Ana hakki ödenmez,Osman F. Seden,6.8,19,"
Drama            ",(1968)
Kahbe kursun,Nisan Hançer,6.7,19,"
Drama            ",(1957)
Bir dügün masali,Faik Kartelli,4.8,19,"
Drama            ",(1993)
Istanbul sokaklarinda,Muhsin Ertugrul,6.4,19,"
Musical, Drama, Romance            ",(1931)
Kizgin toprak,Feyzi Tuna,7.8,19,"
Drama            ",(1973)
Ikibin yilin sevgilisi,Ertem Göreç,6.3,19,"
Drama, Fantasy, Romance            ",(1973)
Onu allah affetsin,Orhan Elmas,6.1,19,"
Adventure, Drama            ",(1970)
Imzam kanla yazilir,Mehmet Aslan,6.2,19,"
Adventure, Drama            ",(1970)
Korkusuzlar,Semih Evin,6.5,19,"
Action, Drama            ",(1965)
Sayin bayan,Mehmet Dinler,5.2,19,"
Comedy, Drama, Romance            ",(1963)
Ölünceye kadar,Ertem Egilmez,5.7,19,"
Drama, Romance            ",(1967)
Babanin suçu,Melih Gülgen,5.0,19,"
Adventure, Drama            ",(1976)
Tim,Onur Yigit,6.7,18,"
Drama, War            ",(2018)
Kurtlar ve Çakallar,Sencer Gültuna,7.2,18,"
Drama, History            ",(2018)
Ikimize Bir Dunya,Yilmaz Atadeniz,6.2,18,"
Drama            ",(2016)
Nezire,Onur Sekmen,6.2,18,"
Drama, History            ",(2015)
Sevmek yeniden dogmak,Ümit Efekan,2.8,18,"
Drama, Romance            ",(1984)
Bir ana bir kiz,Osman F. Seden,4.9,18,"
Comedy, Drama, Romance            ",(1975)
Itham ediyorum,Orhan Elmas,4.7,18,"
Crime, Drama            ",(1972)
Iblis,Yilmaz Duru,6.6,18,"
Drama            ",(1972)
Aglatti kader,Yücel Uçanoglu,5.3,18,"
Drama            ",(1984)
Elveda dostum,Zeki Alasya,6.8,18,"
Action, Drama            ",(1982)
Vagon,Semir Aslanyürek,5.8,18,"
Drama            ",(1993)
Deli Murat,Ertem Göreç,4.8,18,"
Drama            ",(1969)
Seni affedemem,Duygu Sagiroglu,4.9,18,"
Drama, Romance            ",(1967)
Anjelik Osmanli saraylarinda,Ülkü Erakalin,6.8,18,"
Adventure, Drama            ",(1967)
Uykusuz geceler,Orhan Aksoy,7.5,18,"
Drama, Romance            ",(1969)
Satilik kalp,Türker Inanoglu,6.2,18,"
Drama, Romance            ",(1965)
Urfa-Istanbul,Nuri Ergün,5.4,18,"
Drama            ",(1968)
Cemile,Atif Yilmaz,5.7,18,"
Drama, Romance            ",(1968)
Gelinin muradi,Atif Yilmaz,5.4,18,"
Comedy, Drama, Romance            ",(1957)
Bes hasta var,Atif Yilmaz,5.7,18,"
Drama            ",(1956)
Lekeli kadin,Ülkü Erakalin,6.1,18,"
Drama, Romance            ",(1962)
Daglar krali,Mehmet Dinler,5.7,18,"
Drama, Romance            ",(1963)
El kizi,Nejat Saydam,5.9,18,"
Romance, Drama            ",(1966)
Öldüren Sehir,Lütfi Akad,6.3,18,"
Drama            ",(1953)
Kardes kursunu,Lütfi Akad,6.0,18,"
Drama            ",(1955)
Codin si Chira Chiralina,Gyula Maár,6.7,18,"
Drama            ",(1994)
Tanik,Samim Utku,2.6,18,"
Drama            ",(1992)
Bir Denizcinin Dogum Günü,Gültekin Bayir,7.8,17,"
Drama            ",(2018)
Beyaz Balina,A. Uygur Ozturk,7.8,17,"
Drama, Family            ",(2017)
Babaannem,Serkan Ozarslan,6.1,17,"
Drama            ",(2016)
Âshik,Bilal Babaoglu,6.5,17,"
Drama            ",(2016)
Beni sen anlat,Mahur Özmen,3.8,17,"
Drama            ",(2014)
Fidan,Erdogan Tokatli,6.9,17,"
Drama            ",(1984)
Sivil,Levent Çetin,7.5,17,"
Drama            ",(2014)
Ask aglatir,Mehmet Tasdiken,4.9,17,"
Drama, Romance            ",(2013)
Kizimin Kani,Halit Refig,4.8,17,"
Adventure, Crime, Drama            ",(1987)
Biri beni gözlüyor,Ömer Ugur,5.6,17,"
Drama, Thriller            ",(1988)
Vahset kasirgasi,Kadir Akgün,6.2,17,"
Drama, Horror, Mystery            ",(1985)
Asi Gençler,Artun Yeres,5.8,17,"
Drama            ",(1972)
Bir yudum mutluluk,Orhan Aksoy,4.8,17,"
Drama, Musical            ",(1982)
5 hergele,Yilmaz Atadeniz,6.6,17,"
Drama            ",(1971)
Kara gün,Bilge Olgaç,4.1,17,"
Drama            ",(1971)
Suçsuz Firari,Türker Inanoglu,5.7,17,"
Drama            ",(1966)
Soluk gecenin ask hikayeleri,Alp Zeki Heper,7.7,17,"
Drama, Fantasy, Romance            ",(1966)
Ölüm tarlasi,Atif Yilmaz,5.2,17,"
Crime, Drama            ",(1966)
Seni Seviyorum,Ertem Egilmez,6.6,17,"
Drama, Romance            ",(1966)
O kadin,Zafer Davutoglu,6.3,17,"
Drama            ",(1966)
Kumarbazin intikami,Aram Gülyüz,7.3,17,"
Drama            ",(1966)
Askin kanunu,Sirri Gültekin,7.1,17,"
Drama, Romance            ",(1966)
Iki yavrucak,Orhan Aksoy,4.8,17,"
Drama            ",(1965)
Ver elini Istanbul,Aydin Arakon,7.5,17,"
Drama, Romance            ",(1962)
Atesten damla,Memduh Ün,5.9,17,"
Drama, Romance, War            ",(1960)
Ben kahpe degilim,Agah Hün,5.5,17,"
Drama            ",(1959)
Erkek Ali,Atif Yilmaz,6.5,17,"
Drama            ",(1964)
Sokaklardan bir kiz,Nejat Saydam,5.8,17,"
Drama            ",(1974)
Kursunlarin Kanunu,Nuri Ergün,6.1,17,"
Adventure, Drama            ",(1969)
Kizil vazo,Atif Yilmaz,5.8,17,"
Drama            ",(1961)
Ask eski bir yalan,Ilhan Engin,4.6,17,"
Romance, Drama            ",(1968)
Aglayan kadin,Semih Evin,4.4,17,"
Drama, Romance            ",(1967)
Ak altin,Lütfi Akad,6.1,17,"
Adventure, Drama            ",(1957)
Kalbimin sarkisi,Lütfi Akad,6.0,17,"
Drama, Romance            ",(1956)
Land of Light,David Ruf,7.5,16,"
Adventure, Drama, Fantasy            ",(2016)
What's Left of You, ,6.5,16,"
Drama, Romance            ",(2015)
Before Sunrise,Murat Eroglu,6.6,16,"
Drama            ",(2014)
Selâm dostum,Orhan Elmas,4.9,16,"
Drama            ",(1977)
Belik,Sullu Veli Arpac,7.1,16,"
Drama            ",(2013)
Kayip cennet insanlari,Ümit Cin Güven,5.2,16,"
Drama            ",(2004)
Kartal yuvasi,Natuk Baytan,5.9,16,"
Drama, Thriller            ",(1974)
Yirmi yil sonra,Osman F. Seden,6.3,16,"
Drama            ",(1972)
Bir askin bittigi yer,Veli Çelik,7.2,16,"
Drama, Romance            ",(1996)
Topragin teri,Natuk Baytan,6.1,16,"
Adventure, Drama            ",(1981)
Fatos sokaklarin melegi,Nejat Okçugil,4.5,16,"
Drama            ",(1971)
Kiskanirim seni,Mehmet Aslan,5.4,16,"
Drama            ",(1970)
Kardakiler,Müjdat Saylav,2.1,16,"
Drama            ",(2001)
Kederli Günlerim,Orhan Aksoy,6.5,16,"
Drama, Romance            ",(1967)
Büyük kin,Tunç Basaran,5.6,16,"
Drama, Adventure            ",(1967)
Aci kader,Yücel Uçanoglu,4.1,16,"
Drama            ",(1990)
Yagmur,Orhan Elmas,6.1,16,"
Drama            ",(1972)
Uzakta kal sevgilim,Ülkü Erakalin,6.6,16,"
Drama, Romance            ",(1965)
Muradin türküsü,Atif Yilmaz,5.2,16,"
Comedy, Drama, Romance            ",(1965)
Bülbül yuvasi,Nejat Saydam,6.4,16,"
Drama, Romance            ",(1961)
Samanyolu,Nevzat Pesen,7.5,16,"
Drama, Romance            ",(1959)
Yuvana dön baba,Aram Gülyüz,4.3,16,"
Drama            ",(1968)
Bir avuç toprak,Osman F. Seden,5.7,16,"
Drama, Romance            ",(1957)
Onu affettim,Mümtaz Ener,6.4,16,"
Drama            ",(1950)
Günah kadinlari,Kemal Inci,4.8,16,"
Drama            ",(1964)
Köroglu,Refik Kemal Arduman,6.0,16,"
Adventure, Drama            ",(1945)
Sokakta kan vardi,Vedat Türkali,6.6,16,"
Drama, Crime            ",(1965)
Kizgin delikanli,Ertem Göreç,6.2,16,"
Romance, Drama            ",(1964)
Kakos dromos,Muhsin Ertugrul,6.5,16,"
Drama            ",(1936)
Kader kapiyi çaldi,Ülkü Erakalin,5.9,16,"
Romance, Drama            ",(1964)
Kurbanlik Katil,Lütfi Akad,6.6,16,"
Adventure, Drama            ",(1967)
Irmak,Lütfi Akad,6.9,16,"
Drama            ",(1973)
Ölümsüz ask,Cüneyt Arkin,3.5,16,"
Adventure, Drama, Romance            ",(1986)
Kalte Nächte,Kadir Sözen,7.4,16,"
Drama            ",(1996)
Atçali Kel Mehmet,Hakan Sahin,6.5,15,"
Biography, Drama, History            ",(2017)
Doruk,Melih Gülgen,6.5,15,"
Action, Adventure, Drama            ",(1985)
Sen de yüreginde sevgiye yer aç,Serif Gören,7.1,15,"
Drama            ",(1987)
Gittiler 'Sair ve Mechul',Kenan Korkmaz,4.7,15,"
Drama            ",(2014)
Lekeli melek,Remzi Jöntürk,5.0,15,"
Drama, Romance            ",(1978)
Bebek,Orhan Elmas,4.7,15,"
Drama, Romance            ",(1987)
Anokha Mehman (Unique Guest),Tunc Alicioglu,7.3,15,"
Drama            ",(2012)
Bir günlük ask,Artun Yeres,7.1,15,"
Drama, Romance            ",(1986)
O bir melekti,Orhan Elmas,3.5,15,"
Crime, Drama            ",(1987)
Günah defteri,Osman F. Seden,3.7,15,"
Drama, Romance            ",(1981)
Hayat kavgasi,Mehmet Bozkus,5.5,15,"
Drama            ",(1969)
Son gece,Memduh Ün,5.9,15,"
Drama, Romance, War            ",(1967)
Idam günü,Türker Inanoglu,4.9,15,"
Drama            ",(1967)
Gariban,Aram Gülyüz,6.2,15,"
Drama            ",(1966)
Namusum için,Memduh Ün,6.4,15,"
Drama            ",(1965)
Ah bu dünya,Nuri Ergün,5.3,15,"
Drama, Romance            ",(1965)
Ahtapotun kollari,Nevzat Pesen,6.5,15,"
Drama            ",(1964)
Namus ugruna,Osman F. Seden,6.4,15,"
Drama            ",(1960)
Parmaksiz Salih,Turgut Demirag,7.0,15,"
Drama            ",(1968)
Dertli gönlüm,Bilge Olgaç,6.0,15,"
Drama, Romance            ",(1968)
Günese dogru,Nazim Hikmet,6.7,15,"
Drama            ",(1937)
Yarinlar bizim,Safa Önal,5.4,15,"
Drama            ",(1975)
Iyi ki Dogdun Abla,Onur Ogden,7.8,14,"
Drama            ",(2018)
Mezarlik,Fuat Yilmaz,4.6,14,"
Drama, Horror, Thriller            ",(2017)
Japonyali Gelin,Cem Akyoldas,5.7,14,"
Comedy, Drama, Family            ",(2003)
Mehmet Salih,Guven Beklen,7.1,14,"
Drama            ",(2016)
Yasemin,Erdogan Tokatli,5.1,14,"
Drama            ",(1987)
Sabikali,Nejat Saydam,7.4,14,"
Drama            ",(1974)
Sis,Faruk Turgut,5.3,14,"
Drama, Romance            ",(1987)
Yabanci,Hakan Yilmaz,7.4,14,"
Drama, Romance            ",(II) (2011)
3 Kadin 3 Kader,Ahmet Faik Akinci,2.6,14,"
Drama            ",(2013)
Kirik hayat,Zeki Ökten,5.9,14,"
Drama, Romance            ",(1973)
Merdoglu Ömer Bey,Yusuf Kurçenli,7.5,14,"
Drama            ",(1986)
Adressiz sorgular,Mehmet Ali Gündogdu,2.7,14,"
Drama            ",(2006)
Kara gurbet,Natuk Baytan,5.6,14,"
Drama, Music            ",(1981)
Duyduk duymadik demeyin,Aram Gülyüz,7.4,14,"
Drama            ",(1970)
Damgali adam,Süreyya Duru,4.8,14,"
Drama            ",(1966)
Yildizlarin altinda,Ülkü Erakalin,6.5,14,"
Drama, Romance            ",(1965)
Ölüme kadar,Ülkü Erakalin,6.3,14,"
Drama, Romance            ",(1965)
Seytanin usaklari,Ilhan Engin,6.9,14,"
Drama            ",(1964)
Atçali Kel Mehmet,Asaf Tengiz,6.7,14,"
Adventure, Drama            ",(1964)
Kendini arayan adam,Nejat Saydam,6.2,14,"
Drama            ",(1963)
Suçlu,Atif Yilmaz,7.1,14,"
Drama            ",(1960)
Asktan da üstün,Osman F. Seden,6.9,14,"
Drama, Romance            ",(1960)
Kalpaklilar,Nejat Saydam,7.6,14,"
Drama, Romance, War            ",(1959)
Nilgün,Münir Hayri Egeli,6.4,14,"
Adventure, Drama, Romance            ",(1954)
Ask istiraptir,Atif Yilmaz,6.5,14,"
Drama, Romance            ",(1953)
Çakircali Mehmet Efe'nin definesi,Faruk Kenç,6.5,14,"
Drama, Adventure            ",(1952)
Avare,Remzi Jöntürk,6.6,14,"
Drama            ",(1970)
Ankara postasi,Muhsin Ertugrul,7.1,14,"
Drama, War            ",(1928)
Gönül kusu,Hayri Gülnar,6.3,14,"
Crime, Drama            ",(1965)
Ikisi de cesurdu,Ferit Ceylan,6.1,14,"
Drama            ",(1963)
Büyük cellatlar,Yilmaz Duru,6.0,14,"
Adventure, Crime, Drama            ",(1967)
Ümitler kirilinca,Orhon M. Ariburnu,5.5,14,"
Drama, Romance            ",(1962)
Siyah melek,Sami Ayanoglu,5.0,14,"
Drama, Romance, War            ",(1961)
Kölen olayim,Atif Yilmaz,4.2,14,"
Drama, Romance            ",(1969)
Bütün suçumuz sevmek,Ülkü Erakalin,4.7,14,"
Drama, Romance            ",(1963)
Vahsi bir kiz sevdim,Lütfi Akad,4.5,14,"
Adventure, Drama, Romance            ",(1954)
Kirbaç altinda,Nejat Saydam,4.5,14,"
Drama, Romance            ",(1967)
Kara duvakli gelin,Mehmet Dinler,5.6,14,"
Family, Drama, Romance            ",(1967)
Mahrumlar,Özer Kiziltan,5.3,13,"
Comedy, Drama            ",(2016)
Söhretin Sonu,Orhan Aksoy,7.1,13,"
Drama            ",(1981)
Ay vakti,Müsfik Kenter,5.6,13,"
Drama            ",(1994)
Bir kulum iste,Ibrahim Tatlises,3.8,13,"
Adventure, Drama            ",(1988)
Ikizler firarda,Yusuf Güven,3.2,13,"
Comedy, Drama            ",(2012)
The Transparent,Hakan Yilmaz,7.2,13,"
Drama            ",(2015)
Yol ayrimi: Hadi baba gene yap,Emre Yalgin,4.3,13,"
Drama            ",(2013)
Sevmek,Ertem Göreç,4.8,13,"
Drama, Romance            ",(1974)
Hep ezildim,Temel Gürsu,1.8,13,"
Drama            ",(1989)
Ölü bölgeden fisiltilar,Firat Çagri Beyaz,6.2,13,"
Adventure, Drama            ",(2012)
Talihsiz yavrum,Mehmet Dinler,6.2,13,"
Drama            ",(1974)
Hashas,Ertem Göreç,6.7,13,"
Drama            ",(1975)
Kardelen,Mehmet Gunes,3.0,13,"
Drama            ",(2011)
Destan,Remzi Jöntürk,5.8,13,"
Drama            ",(1980)
Herseyim sensin,Nuri Ergün,6.1,13,"
Drama            ",(1971)
Sevenler kavusurmus,Orhan Elmas,5.8,13,"
Drama            ",(1971)
Kader yolculari,Aram Gülyüz,5.5,13,"
Drama            ",(1973)
Fakir kizi Leyla,Orhan Aksoy,6.5,13,"
Drama            ",(1969)
Devlerin aski,Süha Dogan,6.4,13,"
Adventure, Drama, Romance            ",(1969)
Zilli Nazife,Memduh Ün,2.6,13,"
Comedy, Drama, Romance            ",(1967)
Yasli gözler,Ertem Egilmez,6.9,13,"
Drama            ",(1967)
Silahlari ellerinde öldüler,Feyzi Tuna,8.2,13,"
Adventure, Crime, Drama            ",(1967)
Elveda,Tunç Basaran,7.0,13,"
Drama, Romance            ",(1967)
Kaderim aglamak mi?,Semih Evin,5.7,13,"
Drama, Romance            ",(1967)
Ziyaret,Kaya Ererez,2.9,13,"
Drama            ",(1987)
Döner ayna,Süreyya Duru,6.4,13,"
Drama            ",(1964)
Intikam alevi,Osman F. Seden,5.7,13,"
Drama            ",(1956)
Kanlariyla ödediler,Osman F. Seden,6.1,13,"
Drama            ",(1955)
Tanri sahidimdir,Mehmet Muhtar,7.3,13,"
Drama, Romance            ",(1951)
Yüzbasi Tahsin,Orhon M. Ariburnu,5.7,13,"
Drama, Romance            ",(1950)
Senede bir gün,Ferdi Tayfur,7.1,13,"
Drama, Romance            ",(1946)
Hamal,Fikret Hakan,6.8,13,"
Drama, Adventure            ",(1976)
Aci gonul,Ersin Pertan,4.8,13,"
Drama            ",(2001)
Yalan dünya,Temel Gürsu,5.0,13,"
Adventure, Drama            ",(1972)
Merhamet,Bilge Olgaç,6.2,13,"
Drama            ",(1970)
Meleklerin intikâmi,Osman F. Seden,5.4,13,"
Romance, Drama            ",(1966)
Istanbul'da bir facia-i ask,Muhsin Ertugrul,6.0,13,"
Drama            ",(1922)
Ömrümün Tek Gecesi,Nuri Ergün,6.2,13,"
Drama, Romance            ",(1968)
Ölümsüz kadin,Mehmet Dinler,5.9,13,"
Romance, Drama            ",(1967)
Kara Sevda,Orhan Elmas,5.8,13,"
Drama            ",(1973)
Kader baglayinca,Orhan Aksoy,5.8,12,"
Comedy, Drama, Romance            ",(1976)
"Geceyarisi, Türkiye zamani",Emin Akpinar,4.3,12,"
Crime, Drama            ",(2017)
Sari Öküz Parasi,Yavuz Yalinkiliç,3.8,12,"
Comedy, Drama            ",(1985)
Devlerin ölümü,Irfan Tözüm,6.8,12,"
Drama, Romance            ",(1992)
Olum Hakkinda Bilmeniz Gereken Uc Sey,Ali Öztürk,5.7,12,"
Drama            ",(2015)
Evcilik oyunu,Orhan Elmas,4.5,12,"
Comedy, Drama, Romance            ",(1988)
Sensiz yasanmaz,Orhan Elmas,5.2,12,"
Drama, Romance            ",(1974)
Dilek tasi,Orhan Elmas,5.4,12,"
Drama, Romance            ",(1978)
Takim: Vatan sana canim feda,Sami Güçlü,5.1,12,"
Action, Drama, Thriller            ",(2011)
Yarin aglayacagim,Halit Refig,5.6,12,"
Drama            ",(1986)
Öfkeli çilginlik karamsar çile,Hatice Yakar,6.7,12,"
Drama            ",(2011)
Talihsizler,Yilmaz Atadeniz,5.9,12,"
Adventure, Drama, Romance            ",(1987)
Kabadayinin sonu,Nejat Okçugil,4.5,12,"
Crime, Drama            ",(1973)
Uçan melekler,Firat Gursoy,5.9,12,"
Drama, Music            ",(2010)
Askin kesisme noktasi,Bilge Olgaç,5.5,12,"
Drama, Romance            ",(1990)
Bir Pinar Ki,Nuri Ergün,5.0,12,"
Drama            ",(1972)
Agliyorum,Temel Gürsu,4.9,12,"
Drama            ",(1988)
Ölünceye kadar,Safa Önal,6.8,12,"
Drama            ",(1970)
Dolmus soförü,Alp Zeki Heper,7.0,12,"
Drama            ",(1967)
Besikteki miras,Nuri Ergün,6.8,12,"
Drama            ",(1969)
Zehirli hayat,Türker Inanoglu,4.0,12,"
Drama            ",(II) (1966)
Yikilan gurur,Sirri Gültekin,5.8,12,"
Drama, Romance            ",(1967)
Osmanli kabadayisi,Türker Inanoglu,6.2,12,"
Drama            ",(1967)
Agir suç,Türker Inanoglu,6.3,12,"
Drama            ",(1967)
Dagli güvercin,Kaya Ererez,3.8,12,"
Drama            ",(1986)
Kucaktan kucaga,Ülkü Erakalin,6.7,12,"
Drama            ",(1966)
Altin kollu adam,Aram Gülyüz,6.6,12,"
Drama            ",(1966)
Allahaismarladik yavrum,Orhan Aksoy,7.0,12,"
Drama            ",(1966)
Veysel Karani,Hüseyin Peyda,5.5,12,"
Biography, Drama, History            ",(1965)
Bozuk düzen,Haldun Dormen,5.7,12,"
Drama            ",(1966)
Son tren,Nejat Saydam,6.5,12,"
Drama            ",(1964)
Kelebekler çift uçar,Tarik Dursun Kakinç,7.0,12,"
Drama            ",(1964)
Hazreti Ömer'in adaleti,Nejat Saydam,6.5,12,"
Drama            ",(1961)
Gönül kimi severse,Asaf Tengiz,6.1,12,"
Drama            ",(1959)
Sabahsiz geceler,Ertem Göreç,5.8,12,"
Drama, Romance            ",(1968)
Hiçkirik,Atif Yilmaz,6.7,12,"
Drama, Romance            ",(1953)
Parmaksiz Salih,Faruk Kenç,7.5,12,"
Drama            ",(1950)
Cem Sultan,Münir Hayri Egeli,6.1,12,"
Adventure, Drama, History            ",(1951)
Atesten gömlek,Vedat Örfi Bengü,6.6,12,"
Drama, War            ",(1950)
Bir dag masali,Turgut Demirag,5.7,12,"
Drama            ",(1947)
Duyun beni,Orhan Elmas,6.0,12,"
Drama, Romance            ",(1975)
Bebek,Ihsan Yüce,7.4,12,"
Drama            ",(1979)
Samson,Muhsin Ertugrul,6.1,12,"
Drama            ",(1922)
Yumusak ten,Orhan Aksoy,4.2,12,"
Drama, Romance            ",(1994)
Anasi yigit dogurmus,Nazif Kurthan,6.2,12,"
Adventure, Drama            ",(1966)
Gençlik hülyalari,Halit Refig,5.2,12,"
Drama            ",(1962)
Meçhul kadin,Lütfi Akad,5.1,12,"
Drama            ",(1955)
Can pazari,Ertem Göreç,6.5,12,"
Adventure, Drama            ",(1968)
Beyoglu canavari,Ertem Göreç,5.8,12,"
Action, Drama, Crime            ",(1968)
Zimba gibi delikanli,Remzi Jöntürk,6.3,12,"
Drama            ",(1964)
Silaha yeminliydim,Kemal Inci,6.4,12,"
Adventure, Drama            ",(1965)
Analarin Günahi,Hulki Saner,5.7,12,"
Drama, Romance            ",(1966)
Allah seviniz dedi,Nejat Saydam,4.8,12,"
Romance, Drama            ",(1962)
Meyhanecinin kizi: Mapusane çesmesi,Lütfi Akad,4.6,12,"
Drama, Romance            ",(1958)
Kiz Kulesinde bir facia,Muhsin Ertugrul,7.0,12,"
Drama            ",(1923)
Salgin,Ali Ipar,7.7,12,"
Drama            ",(1952)
Arzu ile Kamber,Lütfi Akad,3.8,12,"
Drama, Romance            ",(1952)
Allah kerim,Semih Evin,6.0,12,"
Drama, Romance            ",(1950)
Babalarin Günahi,Mehmet Aslan,4.5,11,"
Crime, Drama            ",(1973)
Ugly Duckling,Ender Özkahraman,5.5,11,"
Drama, Family            ",(2017)
Yolcu,Zafer Par,4.5,11,"
Drama            ",(1986)
Suna,Engin Ayça,4.5,11,"
Drama, Romance            ",(2007)
Bol Sans,Gökhan Yilmaz,7.2,11,"
Drama, Romance            ",(2016)
Rabia: Ilk Kadin Evliya,Süreyya Duru,5.5,11,"
Biography, Drama            ",(1973)
Sicak yatak,Ümit Efekan,4.8,11,"
Drama, Romance            ",(1986)
Spring Never Comes,Emrah Erdogan,6.5,11,"
Drama            ",(2013)
Güzelim,Ümit Efekan,3.5,11,"
Drama, Romance            ",(1986)
Topal,Orhan Elmas,6.3,11,"
Adventure, Drama            ",(1973)
Die Erbin,Ayse Polat,5.2,11,"
Drama            ",(2013)
Afacan,Yilmaz Atadeniz,4.1,11,"
Drama            ",(1989)
Kuzucuklarim,Semih Evin,6.7,11,"
Drama            ",(1986)
Yikilis,Natuk Baytan,4.5,11,"
Drama            ",(1978)
Qirej,Yusuf Çetin,4.0,11,"
Action, Crime, Drama            ",(2011)
Yilanlar ve Güvercinler,Giray Besen,5.3,11,"
Drama            ",(2011)
Bitmeyen sevda,Kaya Ererez,5.0,11,"
Drama, Romance            ",(1986)
Niyet,Oksal Pekmezoglu,5.4,11,"
Drama, Romance            ",(1974)
Yali,Safa Önal,5.5,11,"
Drama            ",(1990)
Son Tren,Vahid Azarnavid,6.9,11,"
Drama, Family, Romance            ",(2011)
Mazi yarasi,Ersin Pertan,5.2,11,"
Drama            ",(2009)
Iki ruhlu kadin,Nejat Saydam,5.4,11,"
Drama            ",(1971)
Felek,Arda Uskan,6.5,11,"
Drama            ",(1973)
Parmakliklar arkasinda,Mehmet Bozkus,6.0,11,"
Drama, Romance            ",(1967)
Azap yolu,Yilmaz Duru,6.8,11,"
Drama            ",(1967)
Aci günler,Ertem Göreç,5.5,11,"
Drama            ",(1967)
Ablam,Ülkü Erakalin,7.2,11,"
Drama            ",(1974)
Vahsi sevda,Memduh Ün,6.5,11,"
Drama, Romance            ",(1966)
Adim çikmis sarhosa,Sirri Gültekin,5.9,11,"
Drama            ",(1965)
Kavga var,Süreyya Duru,5.3,11,"
Comedy, Drama            ",(1964)
Kanun karsisinda,Memduh Ün,6.7,11,"
Drama, Romance            ",(1964)
Disi örümcek,Süreyya Duru,6.6,11,"
Action, Crime, Drama            ",(1963)
Hicran yarasi,Metin Erksan,7.3,11,"
Drama, Romance            ",(1959)
Yara,Ümit Utku,7.3,11,"
Drama            ",(1968)
Ölüm saati,Orhan Erçin,6.4,11,"
Drama, Thriller            ",(1954)
Korkusuz asiklar,Vedat Türkali,6.2,11,"
Drama, Romance            ",(1972)
Sürgünden geliyorum,Fikret Hakan,4.5,11,"
Drama, Crime            ",(1971)
Ask firtinasi,Halit Refig,3.6,11,"
Drama, Romance            ",(1972)
Günese giden yol,Halit Refig,6.8,11,"
Drama            ",(1965)
Sürgün,Orhon M. Ariburnu,7.8,11,"
Drama, Romance            ",(1951)
Tahir ile Zühre,Lütfi Akad,5.2,11,"
Drama, Romance            ",(1952)
Ayaz,Dersu Yavuz Altun,7.2,10,"
Drama            ",(2017)
El Kapilari,Erdogan Tokatli,7.2,10,"
Drama            ",(1988)
Sevmek,Ibrahim Tatlises,4.4,10,"
Drama            ",(1985)
Kizgin Günes,Sahin Gök,3.0,10,"
Drama            ",(1984)
Tepedeki ev,Remzi Jöntürk,5.9,10,"
Drama            ",(1976)
Sevgi tasi,Ahmet Hossöyler,4.6,10,"
Drama, Romance            ",(2013)
Kaderim,Zafer Par,3.9,10,"
Drama, Romance            ",(1987)
Güldür yüzümü,Yilmaz Atadeniz,4.3,10,"
Drama, Romance            ",(1985)
Erkekler aglamaz,Osman F. Seden,5.1,10,"
Drama            ",(1974)
Alev gibi,Ümit Efekan,3.9,10,"
Drama, Romance            ",(1986)
Sekizinci saat,Cemal Gözütok,6.6,10,"
Drama            ",(1995)
Bir kadin düsmani,Hüseyin Karakas,8.4,10,"
Drama            ",(1991)
Gönül meyhanesi,Tunç Basaran,4.7,10,"
Drama, Romance            ",(1970)
Kaçak,Mehmet Bozkus,4.9,10,"
Drama            ",(1971)
Seninle düstüm dile,Nejat Saydam,4.6,10,"
Drama, Romance            ",(1969)
Acilarin kadini, ,6.7,10,"
Drama            ",(1986)
Kendi düsen aglamaz,Abdurrahman Palay,6.0,10,"
Drama, Romance            ",(1969)
Daglar sahini,Ertem Göreç,5.3,10,"
Drama            ",(1969)
Seyh Samil,Natuk Baytan,5.5,10,"
Drama            ",(1967)
Aci pirinç,Yilmaz Duru,5.9,10,"
Drama            ",(1972)
Asi kalpler,Nejat Saydam,5.0,10,"
Drama            ",(1972)
